"source_root","target_root","relative_path","source_path","target_path","status","source_size_bytes","target_size_bytes"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\us_tcl.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\us_tcl.m3u","EXTRA_IN_TARGET","","740"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\it_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\it_samsung.m3u","EXTRA_IN_TARGET","","4202"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\es.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\es.m3u","EXTRA_IN_TARGET","","48311"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\gu.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\gu.m3u","EXTRA_IN_TARGET","","137"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\bi.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bi.m3u","EXTRA_IN_TARGET","","118"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\nl_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\nl_samsung.m3u","EXTRA_IN_TARGET","","3710"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\us_xumo.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\us_xumo.m3u","EXTRA_IN_TARGET","","14229"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ht.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ht.m3u","EXTRA_IN_TARGET","","3506"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\mt_smash_plus.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\mt_smash_plus.m3u","EXTRA_IN_TARGET","","2300"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\va.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\va.m3u","EXTRA_IN_TARGET","","348"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\uk_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\uk_samsung.m3u","EXTRA_IN_TARGET","","3382"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\cu.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cu.m3u","EXTRA_IN_TARGET","","491"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\us_plex.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\us_plex.m3u","EXTRA_IN_TARGET","","5545"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\lt.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\lt.m3u","EXTRA_IN_TARGET","","657"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ca_pluto.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ca_pluto.m3u","EXTRA_IN_TARGET","","88254"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\mv.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\mv.m3u","EXTRA_IN_TARGET","","735"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\sy.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\sy.m3u","EXTRA_IN_TARGET","","886"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\fi_rakuten.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\fi_rakuten.m3u","EXTRA_IN_TARGET","","999"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\us_cbsn.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\us_cbsn.m3u","EXTRA_IN_TARGET","","2755"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\mn.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\mn.m3u","EXTRA_IN_TARGET","","3358"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\it.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\it.m3u","EXTRA_IN_TARGET","","42943"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\sa.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\sa.m3u","EXTRA_IN_TARGET","","5526"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ru_zabava.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ru_zabava.m3u","EXTRA_IN_TARGET","","3782"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\cd.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cd.m3u","EXTRA_IN_TARGET","","4434"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\td.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\td.m3u","EXTRA_IN_TARGET","","145"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\no.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\no.m3u","EXTRA_IN_TARGET","","1722"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\kr.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\kr.m3u","EXTRA_IN_TARGET","","14037"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\do.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\do.m3u","EXTRA_IN_TARGET","","29606"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\cn_cctv.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cn_cctv.m3u","EXTRA_IN_TARGET","","2098"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ru_rt.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ru_rt.m3u","EXTRA_IN_TARGET","","1811"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\kw.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\kw.m3u","EXTRA_IN_TARGET","","1419"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\st.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\st.m3u","EXTRA_IN_TARGET","","101"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\us_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\us_samsung.m3u","EXTRA_IN_TARGET","","5162"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\se_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\se_samsung.m3u","EXTRA_IN_TARGET","","3101"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\dz.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\dz.m3u","EXTRA_IN_TARGET","","1823"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\mx_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\mx_samsung.m3u","EXTRA_IN_TARGET","","671"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\cz.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cz.m3u","EXTRA_IN_TARGET","","4045"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\lu_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\lu_samsung.m3u","EXTRA_IN_TARGET","","538"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\se.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\se.m3u","EXTRA_IN_TARGET","","1729"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ca.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ca.m3u","EXTRA_IN_TARGET","","19399"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\my.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\my.m3u","EXTRA_IN_TARGET","","3516"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\es_yowi.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\es_yowi.m3u","EXTRA_IN_TARGET","","9"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\il.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\il.m3u","EXTRA_IN_TARGET","","3227"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\lr.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\lr.m3u","EXTRA_IN_TARGET","","113"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\bo.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bo.m3u","EXTRA_IN_TARGET","","8141"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\jm.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\jm.m3u","EXTRA_IN_TARGET","","798"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\bj.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\bj.m3u","EXTRA_IN_TARGET","","1751"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\us_wiseplayout.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\us_wiseplayout.m3u","EXTRA_IN_TARGET","","3097"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ci.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ci.m3u","EXTRA_IN_TARGET","","3614"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\so.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\so.m3u","EXTRA_IN_TARGET","","1042"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\rs.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\rs.m3u","EXTRA_IN_TARGET","","3365"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\mw.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\mw.m3u","EXTRA_IN_TARGET","","361"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\dk.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\dk.m3u","EXTRA_IN_TARGET","","3027"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\by.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\by.m3u","EXTRA_IN_TARGET","","3476"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ru_s18209.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ru_s18209.m3u","EXTRA_IN_TARGET","","1923"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ro.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ro.m3u","EXTRA_IN_TARGET","","15933"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\th.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\th.m3u","EXTRA_IN_TARGET","","5870"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\au_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\au_samsung.m3u","EXTRA_IN_TARGET","","1837"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\xk.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\xk.m3u","EXTRA_IN_TARGET","","1101"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\lu.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\lu.m3u","EXTRA_IN_TARGET","","1823"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\pr.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\pr.m3u","EXTRA_IN_TARGET","","5648"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\gn.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\gn.m3u","EXTRA_IN_TARGET","","1597"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\fj.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\fj.m3u","EXTRA_IN_TARGET","","141"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\gf.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\gf.m3u","EXTRA_IN_TARGET","","122"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ch_pluto.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ch_pluto.m3u","EXTRA_IN_TARGET","","97511"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\om.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\om.m3u","EXTRA_IN_TARGET","","694"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\mc.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\mc.m3u","EXTRA_IN_TARGET","","421"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\gl.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\gl.m3u","EXTRA_IN_TARGET","","9"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\af.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\af.m3u","EXTRA_IN_TARGET","","2679"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\de.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\de.m3u","EXTRA_IN_TARGET","","33259"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\id.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\id.m3u","EXTRA_IN_TARGET","","23365"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\dk_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\dk_samsung.m3u","EXTRA_IN_TARGET","","1049"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\nl.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\nl.m3u","EXTRA_IN_TARGET","","25699"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\uk_pluto.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\uk_pluto.m3u","EXTRA_IN_TARGET","","14262"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\ch_samsung.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\ch_samsung.m3u","EXTRA_IN_TARGET","","262"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\cn_112114.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\cn_112114.m3u","EXTRA_IN_TARGET","","1242"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\al.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\al.m3u","EXTRA_IN_TARGET","","2362"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","review_from_iptv__C42511BE\us_ssh101.m3u","","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\review_from_iptv__C42511BE\us_ssh101.m3u","EXTRA_IN_TARGET","","482"
