"source_label","source_mode","source_root","category","extension","size_bytes","last_write_time","file_name","relative_path","full_path"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","996","2026-04-09 22:18:47","AU_channels.xml","scope_outputs\AU_channels.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\scope_outputs\AU_channels.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","84206","2026-01-14 12:35:36","Bell_Fibe[CA]-channels-9331.xml",".archive\Bell_Fibe[CA]-channels-9331.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Bell_Fibe[CA]-channels-9331.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","43430988","2026-01-07 13:04:21","Bell_Fibe[CA]-xmltv-9331.xml",".archive\Bell_Fibe[CA]-xmltv-9331.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Bell_Fibe[CA]-xmltv-9331.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","53592","2026-01-14 22:12:47","Broadcast_LosAngeles_CA[US]-channels-10272.xml",".archive\Broadcast_LosAngeles_CA[US]-channels-10272.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Broadcast_LosAngeles_CA[US]-channels-10272.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","13862","2026-04-18 17:21:05","Broadcast_LosAngeles_CA_US_channels_10272.xml","Broadcast_LosAngeles_CA_US_channels_10272.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Broadcast_LosAngeles_CA_US_channels_10272.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","6063492","2026-04-18 17:21:05","Broadcast_LosAngeles_CA_US_xmltv_10272.xml","Broadcast_LosAngeles_CA_US_xmltv_10272.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Broadcast_LosAngeles_CA_US_xmltv_10272.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","10772","2026-01-14 12:35:36","DirecTV[US]-channels-9329.xml",".archive\DirecTV[US]-channels-9329.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\DirecTV[US]-channels-9329.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","8465057","2026-01-07 13:04:21","DirecTV[US]-xmltv-9329.xml",".archive\DirecTV[US]-xmltv-9329.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\DirecTV[US]-xmltv-9329.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","7319540","2026-04-09 22:19:43","EPG_AU_Australia.xml","EPG_AU_Australia.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_AU_Australia.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".gz","710157","2026-04-06 19:11:06","EPG_AU_Australia.xml.gz","EPG_AU_Australia.xml.gz","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_AU_Australia.xml.gz"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","21886634","2026-04-09 22:19:43","EPG_CA_Canada.xml","EPG_CA_Canada.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_CA_Canada.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".gz","2820852","2026-04-06 19:11:07","EPG_CA_Canada.xml.gz","EPG_CA_Canada.xml.gz","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_CA_Canada.xml.gz"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","21475202","2026-04-09 22:19:43","EPG_UK_UnitedKingdom.xml","EPG_UK_UnitedKingdom.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_UK_UnitedKingdom.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".gz","2675407","2026-04-06 19:11:08","EPG_UK_UnitedKingdom.xml.gz","EPG_UK_UnitedKingdom.xml.gz","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_UK_UnitedKingdom.xml.gz"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","206834172","2026-04-09 22:19:45","EPG_US_UnitedStates.xml","EPG_US_UnitedStates.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_US_UnitedStates.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".gz","29413463","2026-04-06 19:11:16","EPG_US_UnitedStates.xml.gz","EPG_US_UnitedStates.xml.gz","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\EPG_US_UnitedStates.xml.gz"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","259","2026-02-21 00:06:59","lineups.xml","lineups.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\lineups.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","86322","2026-01-14 23:38:30","Rogers_Part_1.xml",".archive\parts\Rogers_Part_1.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\parts\Rogers_Part_1.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","202592","2026-01-14 22:12:44","Rogers_Toronto_ON[CA]-channels-10270.xml",".archive\Rogers_Toronto_ON[CA]-channels-10270.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Rogers_Toronto_ON[CA]-channels-10270.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","81249","2026-04-18 17:21:05","Rogers_Toronto_ON_CA_channels_10270.xml","Rogers_Toronto_ON_CA_channels_10270.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Rogers_Toronto_ON_CA_channels_10270.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","41007629","2026-04-18 17:21:05","Rogers_Toronto_ON_CA_xmltv_10270.xml","Rogers_Toronto_ON_CA_xmltv_10270.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Rogers_Toronto_ON_CA_xmltv_10270.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","54481","2026-01-14 12:35:36","Spectrum_NY[US]-channels-9330.xml",".archive\Spectrum_NY[US]-channels-9330.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Spectrum_NY[US]-channels-9330.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","24812321","2026-01-07 13:04:21","Spectrum_NY[US]-xmltv-9330.xml",".archive\Spectrum_NY[US]-xmltv-9330.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Spectrum_NY[US]-xmltv-9330.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","132466","2026-01-14 22:12:45","Telus_Optik_Vancouver_BC[CA]-channels-10269.xml",".archive\Telus_Optik_Vancouver_BC[CA]-channels-10269.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Telus_Optik_Vancouver_BC[CA]-channels-10269.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","20678","2026-04-18 17:21:05","Telus_Optik_Vancouver_BC_CA_channels_10269.xml","Telus_Optik_Vancouver_BC_CA_channels_10269.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Telus_Optik_Vancouver_BC_CA_channels_10269.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","11153176","2026-04-18 17:21:06","Telus_Optik_Vancouver_BC_CA_xmltv_10269.xml","Telus_Optik_Vancouver_BC_CA_xmltv_10269.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Telus_Optik_Vancouver_BC_CA_xmltv_10269.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","41894","2026-01-14 23:38:35","Telus_Part_1.xml",".archive\parts\Telus_Part_1.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\parts\Telus_Part_1.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","1655","2026-04-09 22:18:47","UK_channels.xml","scope_outputs\UK_channels.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\scope_outputs\UK_channels.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","217403","2026-01-14 22:12:46","Verizon_FIOS_NewYork_NY[US]-channels-10273.xml",".archive\Verizon_FIOS_NewYork_NY[US]-channels-10273.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Verizon_FIOS_NewYork_NY[US]-channels-10273.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","78816","2026-04-18 17:21:06","Verizon_FIOS_NewYork_NY_US_channels_10273.xml","Verizon_FIOS_NewYork_NY_US_channels_10273.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Verizon_FIOS_NewYork_NY_US_channels_10273.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","33974259","2026-04-18 17:21:06","Verizon_FIOS_NewYork_NY_US_xmltv_10273.xml","Verizon_FIOS_NewYork_NY_US_xmltv_10273.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Verizon_FIOS_NewYork_NY_US_xmltv_10273.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","310339","2026-01-14 22:12:45","Xfinity_Chicago_IL[US]-channels-10271.xml",".archive\Xfinity_Chicago_IL[US]-channels-10271.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\.archive\Xfinity_Chicago_IL[US]-channels-10271.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","94309","2026-04-18 17:21:06","Xfinity_Chicago_IL_US_channels_10271.xml","Xfinity_Chicago_IL_US_channels_10271.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Xfinity_Chicago_IL_US_channels_10271.xml"
"paid_xmltv_reference","reference_only","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV","reference_xmltv",".xml","44136642","2026-04-18 17:21:06","Xfinity_Chicago_IL_US_xmltv_10271.xml","Xfinity_Chicago_IL_US_xmltv_10271.xml","C:\Users\andrew\PROJECTS\GitHub\get_xmltvlisting\IPTV\Xfinity_Chicago_IL_US_xmltv_10271.xml"
